text,target,language,Domain
"Je, Jared Leto, 45, anamponda Paris mwenye umri wa miaka 19? Jared Leto ana jicho lake kwa jambo jipya: Paris mwenye umri wa miaka 19 Paris duo alivuka njia kwenye sherehe ya Harper's Bazaar Icons huko NYC mnamo Septemba 8, ambapo muigizaji, 45, ""hakika alikuwa akimcheza, ""Anasema mtu wa ndani. ""Alikuwa akitazama macho yake moja kwa moja wakati alikuwa anaongea na walikuwa wamesimama karibu sana. Waliongea kwa muda mrefu na alikuwa akicheka sana. "" Bado, mshindi wa Oscar aliibuka, kwani mwishowe Paris aliondoka kuwa na marafiki zake - ingawa sio kabla ya Jared snuck katika busu kwenye shavu lake Kuongeza ndani: ""Ilikuwa dhahiri kwamba alikuwa mtu bora kwa yeye, tofauti za umri zinahukumiwa.""",1,Swahili,Celebrity
"Brian Cox mwenyeji wa mwanasayansi Postman Pat Profesa Postman Pat anaweza kupata njia ya kwenda nyumbani kwa Brian Cox huko Greendale, lakini je! Anaweza kutumia chembe ya kifua cha Higgs kupata njia yake kutoka kwa shimo jeusi? Unaweza kuona jinsi anafanya hivyo kwa kutazama kipindi cha wiki hii cha maonyesho ya katuni ya CBeebies wakati Postman Pat anaonekana na mwenyeji Brian Cox kama Profesa Ryan Farrow. Profesa Farrow aliwasilishwa kama rafiki wa mkazi wa Greendale Ted Glen na kama mtaalam wa sayansi na nafasi ya nje. Brian, Ted na Profesa Postman Pat watafunga meli yao ya roketi na kulipuka ndani ya shimo hilo nyeusi na chembe yao ya kifua cha Higgs kwenye eneo baridi zaidi chini ya kiti cha Profesa katika meli hiyo. Kuangalia na Jess paka wakati wao kuondoka Jumatano saa 07:25 BST.",1,Swahili,Entertainment
"KIJINSI: HIYO ILLAMU, KATE, NA GEORGE ZILIVYOBORA KWA ATHARI YA MWEZI-MUDA Wametumia siku mbili za mwisho kuunga mkono Great Britain kwenye Michezo ya Jumuiya ya Madola huko Glasgow, lakini __ illiam__and __Kate__can wanatarajia kutarajia mwezi mzuri mnamo Agosti.",0,Swahili,Celebrity
"किम कार्दशियन ने विस्तृत प्रेनुप योजना के माध्यम से कान्ये के पैसे चोरी करने की कोशिश की? क्या किम कार्दशियन अपनी प्रसिद्धि के साथ-साथ कान्ये एस्ट के पैसे चुराने की कोशिश कर रही है? स्टार की एक नई रिपोर्ट के अनुसार, किम अपने लेन-देन को कान्ये को एक व्यापारिक लेनदेन की तरह मान रही है, जो शायद एक स्मार्ट निर्णय है। आइए यथार्थवादी बनें - यह शादी कब तक चलने वाली है? दो साल? पांच साल? वह पहले से ही इस रोडियो से गुजर चुकी है, और वह जानती है कि आखिरकार, अगर वह अपने कार्ड को सही खेलती है, तो उसे कान्ये का पैसा मिल जाएगा। एक ही सवाल है - कितना?",1,Hindi,Celebrity
"Donald Trump Tidak Akan Mengatakan jika Dia akan Menerima Hasil Pemilihan Dalam sebuah pernyataan luar biasa yang tampaknya meragukan demokrasi Amerika, Donald J. Trump mengatakan pada hari Rabu bahwa ia mungkin tidak akan menerima hasil pemilihan bulan depan jika ia merasa itu dicurangi terhadapnya - suatu pendirian yang oleh Hillary Clinton dianggap sebagai ""mengerikan"" pada debat terakhir dan pedas mereka pada hari Rabu.",0,Indonesian,Politics
White House attacks Clintons in pushback against Manafort allegations White House press secretary Sean Spicer attacked former President Bill Clinton and former Secretary of State Hillary Clinton in response to a report raising concerns about former Trump campaign chairman Paul Manafort's connections to Russia.,0,English,Unknown
"Giám đốc điều hành Alexandre de Juniac, thuộc Hiệp hội Vận tải Hàng không Quốc tế cho biết, sau khi khảo sát và bỏ phiếu cho hành khách, mọi người dường như đồng ý rằng lệnh cấm sử dụng máy tính xách tay trong cabin là tuyệt vời. Steve Harvey, người được IATA bổ nhiệm, đã thực hiện các cuộc khảo sát và thu thập thông tin. Các hãng hàng không lớn như Delta, Pan Am và Tây Nam đã chứng kiến doanh số bán vé tăng lên một tầm cao mới. Một phát ngôn viên cho biết mọi người đã vui vẻ hơn nhiều và báo cáo trải nghiệm chuyến bay tốt hơn và hành khách cảm thấy thân mật hơn về trải nghiệm của họ. Mọi người dường như thực sự phản ứng với cookie và sữa và phim hoạt hình thời gian cũ tốt cho các bộ phim trên không. Các cookie hiện được phục vụ trên chuyến bay cho tất cả các chuyến bay quốc tế có chứa phù hiệu và phi hành đoàn báo cáo rằng hầu hết hành khách ăn, xem phim hoạt hình và sau đó ngủ phần lớn chuyến bay. Mặc dù nổi tiếng là một nữ diễn viên, Emma Thompson không bao giờ chuyển đến Los Angeles, nơi giới thượng lưu Hollywood làm việc và mua những ngôi nhà đắt tiền trong các cộng đồng bị kiểm soát. Tại sao? Bởi vì cô cảm thấy mình quá béo. Trong một cuộc phỏng vấn trên truyền hình Thụy Điển, Thompson nói: ""Đó là một nơi kỳ lạ. Tôi chỉ không thể sống ở đó."" Cô tiếp tục giải thích rằng nhiều nữ diễn viên bị biếng ăn do các nhà sản xuất liên tục săn lùng họ để giảm cân. Những phụ nữ trẻ sẽ có vóc dáng đẹp, và các nhà sản xuất vẫn sẽ yêu cầu họ giảm cân. Họ chỉ đơn giản là không ăn để họ có thể tìm việc. Thompson nói rằng cô đe dọa sẽ rời khỏi bộ phim Br slideshowead Revisited khi một bạn diễn được yêu cầu giảm cân. Cô ấy nói rằng sự xấu hổ của nhà sản xuất hiện đang được hướng đến ngay cả trẻ em và nam giới và nam giới không được miễn dịch. Sự xấu hổ tiếp tục cho đến khi một ngôi sao ở độ tuổi 30. Đến lúc đó nhiều người đã phát triển rối loạn ăn uống vĩnh viễn.",1,Vietnamese,Business
"Dalam Debat Kedua, Donald Trump dan Hillary Clinton Spar, Clinton pingsan di bawah serangan layu Hillary Clinton dan Donald Trump bentrok dalam debat presiden terakhir selama 90 menit pada Minggu malam, dalam bolak-balik yang membuat para penonton memerah. Trump pada awalnya diserang karena kebocoran rekaman baru-baru ini di mana ia terdengar membuat pernyataan yang meremehkan secara seksual tentang wanita. Dalam upaya berbalik, Donald Trump menuduh Nyonya Clinton dari pola kejahatan seks menutupi suaminya Bill Clinton. Trump menempatkan tiga penuduh Tuan Clinton di hadapan hadirin untuk menatap Ny. Clinton. Mengatasi saat itu, Nyonya Clinton tampak pucat dan merosot di belakang podium. Bergegas di atas panggung, agen dinas rahasia berusaha dengan panik untuk menstabilkan situasi sebelum paramedis dipanggil. Diangkut ke rumah sakit setempat, Ny. Clinton tampaknya pulih dengan baik menurut juru bicara rumah sakit.",1,Indonesian,Politics
"Lelang basket 'alkitab' mencatat rekor memorabilia olahraga 13 aturan bola basket pertama terjual Jumat untuk lebih dari 4 juta rekor untuk harga penjualan tertinggi untuk memorabilia olahraga menurut Sotheby yang melakukan lelang. Rumah lelang memperkirakan bahwa dua halaman ""Aturan Pendirian Bola Basket"" Dr. James Naismith akan menghasilkan kurang dari setengah 4 338 500 yang ditawarkan David dan Suzanne Booth untuk dokumen berusia 119 tahun itu. ""Ini adalah akte kelahiran. Itu dimulai di sini, kata Selby Kiffer, wakil presiden Sotheby untuk departemen manuskrip dan buku. Naismith, seorang instruktur pendidikan jasmani Kanada yang bekerja di YMCA New England, menciptakan permainan Bola Basket"" sehingga para siswa dapat bermain olah raga di dalam ruangan di musim dingin. Naismith tidak tahu bahwa penemuannya akan berkembang begitu cepat setelah gerakan YMCA memperkenalkannya di tingkat internasional.",0,Indonesian,Sports
"Taylor Swift và Joe Alwyn dành thời gian cho gia đình: 'Cô ấy có vẻ thoải mái và rất hạnh phúc', nguồn tin cho biết Cuối tuần qua, Taylor Swift, 27 tuổi và Joe Alwyn, 26 tuổi, đã đến Mỹ từ Anh và dành thời gian chất lượng với bố mẹ, một nguồn tin nói riêng với NHÂN DÂN.",0,Vietnamese,Celebrity
"Kristen Stewart not dropping another ""Twilight"" film, talks sexuality Possible new ""Twilight"" film can see Kristen Stewart reprising her role as Bella Swan, with a new report claiming that she did not drop movie plans with former beau, Robert Pattinson (Edward Cullen). Some reports say that Stewart said no to her reunion project with Pattinson as she is busy with the psychological thriller, ""Underwater."" ""Twilight"" fans however can keep their peace as the actress did not reject playing Bella once more.",0,English,Unknown
"Nicole Kidman quyến rũ thoải mái qua một bình luận về nụ hôn của Alexander Skarsgård tại Emmys À, Nicole Kidman và Keith Urban. Cô, một người cố định phim Úc đã từng kết hôn với người đàn ông hàng đầu Hollywood. Anh ấy, một ca sĩ nhạc đồng quê người Úc có trái tim ở Columbia. Cùng nhau họ là một cặp đôi quyền lực hai bờ biển, hai quốc gia, hai lục địa. Tiếp tục, xem họ đi xuống bất kỳ thảm đỏ nào cùng nhau và cố gắng không bị ảnh hưởng. Họ là hai nhà máy quyến rũ, họ đưa ra những lựa chọn tóc đặc biệt Một cách yêu thương, mọi người đều thích, mũ nón? Huh? Trên môi?""",0,Vietnamese,Celebrity
